video_id,penulis,tanggal,like_count,teks
mjxZeyIYeNo,@AsCoreX,2025-06-20 12:31:46+00:00,0,Natan tidak belajar bahwa teori nya melawan hukum alam😂
mjxZeyIYeNo,@achmadrizkiramadhani1869,2025-06-20 12:26:30+00:00,0,"Gue aja yang anaknya seorang ASN tau betapa batunya ortu gue. Diajak diskusi selalu dianggap debat dan melawan aturan, padahal jelas jelas inkompetensi serta cacat logika yang didoktrinasi kepada para ASN itu yang membuat mereka tolol!
Bajingan memang!"
mjxZeyIYeNo,@ridhohasdi7948,2025-06-20 12:25:50+00:00,1,"Prediksi Negara ini Hancur Gara-gara Pemimpinnya Sendiri Tahun Brp? Maaf Katakata Saya, Sudah Sangat Benci Pemerintah di Negeri Ini."
mjxZeyIYeNo,@rofiqulimdad2930,2025-06-20 12:21:13+00:00,0,"Saya warga NU tapi saya tidak mendukung pertambangan nikel. Maaf ulil absor bukan guru saya, tidak perlu saya ikuti."
mjxZeyIYeNo,@Shenpak90Shen,2025-06-20 12:17:58+00:00,0,"Saya yg tgl gi pulau Bangka penghasil timah, yg kaya hanya segelintir yg miskin makin banyak, timah di keruk duit yg menikmati pusat, pejabat Ama karyawan PT timah nya saja, pembangunan ga ada, pada hal pulau Bangka dulunya punya pantai2 yg bagus sekarang sedih liat nya"
mjxZeyIYeNo,@ImWillyDS,2025-06-20 12:16:25+00:00,0,"Pertambangan yang dikelola pemerintah: eksploitasi dengan uang darah
Makanya hasil tambangnya gak diterima negara2 barat yang pro lingkungan
Dan yang mau terima hasil tambang cuman Cina, itu juga karena Cina yang investasi untuk tambang, dan eksplotasi negosiasi kontrak ke pemerintah Indonesia soal supply chain tambang dan margin profit

Jadi pemerintah Indonesia yang meloloskan ijin tambang Papua dan Raja Ampat ini jelas-jelas hanya motivasi untuk keuntungan pribadi dan kroni2nya dibanding untuk rakyat Papua"
mjxZeyIYeNo,@ihsanrahman9349,2025-06-20 12:10:50+00:00,0,"Pasti kamu dibiayai asing ya??
-kata mereka yang menolak berpikir dengan logika"
mjxZeyIYeNo,@saladinwarrior,2025-06-20 12:04:15+00:00,0,"dari sini saya yakin
1. NU akan hancur
2. wahabi ( yang mereka fitnahkan salafi) akan laris manis di Indonesia , aamiin !!"
mjxZeyIYeNo,@whyhdyt94,2025-06-20 12:01:06+00:00,0,"Saat tak ada lagi ikan yg bisa ditangkap, saat udara sudah beracun, saat tanah sudah rusak dan tak bisa ditanam, saat tak ada lagi air bersih yg bisa diminum maka hanya penyesalan yg tersisa"
mjxZeyIYeNo,@forjon9999,2025-06-20 11:58:38+00:00,0,"Diri pribadi ga anti konsesi tambang, permasalahan ada dipengelolaan nya. dan lucu nya, orang tersebut menyebutkan ""wahabi lingkungan"", padahal warga mereka sempat berpose dengan zi*nis & memposting nya."
mjxZeyIYeNo,@skynight-872,2025-06-20 11:58:00+00:00,0,Biar ga malu malu amat orang nu harus boikot si uliil
mjxZeyIYeNo,@alpianpermadi8178,2025-06-20 11:55:35+00:00,0,Joget gemoy sih demi kemajuan bangsa harus joget gomey apapun yang terjadi
mjxZeyIYeNo,@freefin6166,2025-06-20 11:52:34+00:00,2,"Saya dari kalimantan, blum pernah ke raja ampat, gk tau bakal bisa kesana atau nggak, cuma tau dari youtube dan dengar cerita orang. 

Nonton video debat di kompas baru aja kemarin statement yang disampaikan untuk membela tambang di raja ampat dibenarkan karna untuk kebaikan masyarakat tapi apakah benar bakal bermanfaat untuk masyarakat atau untuk segelintir orang yg memiliki tambang tersebut ? 

Kita ambil contoh saja dari tempat tinggal saya di kalimantan, tambang batu bara dimana"" tau kan tambang batu bara di kalimantan besar"", apakah kehidupan masyarakatnya terjamin ? Apakah kebutuhan masyarakatnya tercukupi ? Tentu tidak. 

Justru malah, alamnya hancur, banjir dimana"", hujan bentar aja sudah banjir tinggi, cari kerja juga masih susah, polusi, pencemaran sungai  apa yang kami dapat dari tambang"" tersebut ? Tidak ada. 

Trus siapa yang dapat manfaat dari tambangnya ? Hmmm kalian mungkin udah pada tau. 


Ingat kata"" manis selalu diucapkan diawal untuk memikat masyarakat, ntar juga ujung"" nya hasil tambang lari kekantong segelintir orang yg punya urusan ditambang itu. Kita masyarakat cuma dapat banjir, dapat polusi, dapat pencemaran.mentok"" yah dapat bantuan sembako untung"" dapat sekali sebulan, kadang juga dapat beberapa bulan sekali."
mjxZeyIYeNo,@LuthfiShofi,2025-06-20 11:50:06+00:00,0,bang bahas truk odol demo
mjxZeyIYeNo,@rendykikoyo2398,2025-06-20 11:47:21+00:00,0,"Di Penajam, gua ngerasain mandi pake air PDAM yg warnanya hitam. Dan ternyata air itu diambil dari kubangan bekas tambang batu bara. Itu karna kesulitan air, dan beberapa hari air dari PDAM itu kecil/mati. Bayangin aja PDAM tp airnya warna hitam. Cman dari pada keluar uang lebih bwt beli air. Jdi menurut gua, tambang itu perlu, tp tetap harus bertanggung jawab terhadap lingkungan. Klo kalian para orang² yg mendukung tambang, coba rasain dulu kesulitan air itu gimana. Pilihannya cuman air mineral (kaya aqua yg harganya 45k/galon tp tuker galon) atau pake air yg warnanya hitam karna dari kubangan bekas galian tambang. Soalnya kadang untuk mengatasi keras kepala itu harus dengan praktek langsung. 😂"
mjxZeyIYeNo,@gatessamudra4987,2025-06-20 11:46:15+00:00,0,"Padahal mereka melakukan sendiri,mereka menolak teknologi atau ilmu utk menentukan hari 1syawal, dan memilih ngintip dengan mata 🤷‍♂️🤷‍♂️🤦‍♂️🤦‍♂️"
mjxZeyIYeNo,@JamieRedknapp-gx5fo,2025-06-20 11:45:46+00:00,0,"gw tambahin soal Klaim PT Val* dan danau matano yang tidak tercemar:

PT Val* itu dulunya namanya PT Inc*, dan aktivitas tambang di Sorowako itu sudah terjadi sejak tahun 1977. kalo mau riset semenit aja, akan ketemu artikel2 lawas bahwa setelah sekian tahun didemo dan dituntut transparansi pengolahan limbahnya, baru pada tahun 2003 perusahaan tersebut ngasih sampel limbah, yang artinya dari kurun waktu 1977 hingga 2003, tidak jelas Inc* itu membuang limbah di mana, dicurigainya limbah itu dibuang di sembarang tempat dan telah merusak ekosistem. ini dari artikel yang dikutip website minerba sendiri. Mungkin di titik 2003 ke depan ini betul sudah ada perbaikan karena regulasi semakin ketat dan aktivis serta warga sekitar semakin kritis, apalagi sejak berubah nama itu. Dan lagi klaim bahwa danau matano itu baik-baik saja mungkin membandingkannya kondisi sekarang dengan 1 atau 2 dekade ke belakang bisa saja valid karena memang faktanya tidak banyak berubah. tapi kalau mau fair bandinginnya danau matano sekarang dengan danau matano sebelum 1977. bisa jadi dulu semisal keanekaragaman ekosistemnya ada 5000 macam flora dan fauna, sejak 2003 hingga hari ini tinggal 500.

Terakhir, ilmu dari mana sih yang menyatakan bahwa Good Mining Practice itu dijamin tidak akan merusak ekosistem... Lu tanya semua pakar lingkungan hidup aja dah, ga bakal ada yang jawab iya 🤣 ga usah jauh2 nanya nya ke AI aja, tanya semua tuh Gemini, Deepseek, GPT, Copilot, Grok, Meta, Bing, Perplexity, dkk, ada kah aktivitas pertambangan yang tidak merusak ekosistem? jawabannya TIDAK ADA, yang bisa dilakukan hanya MEMINIMALKAN KERUSAKAN. Kenapa bisa jawabannya tidak mungkin? Ambil contoh lahan tambang dibuka di sebuah daratan/pulau, otomatis nebang pohon dong, dan ga mungkin cuma 1 dong. Anggaplah setiap pohon yang ditebang ditanam ulang pasca penambangan, lubang yang dihasilkan sudah ditutup, yang terlanjur terjadi apa? 1 contoh: struktur tanah sudah berubah, ekosistem di bawah tanah sudah terlanjur berbeda dan pastinya terdegradasi. pola migrasi fauna sudah terlanjur berubah. daaaan masih banyak dampak lain.  ""Tapi, tapi, kalo tambangnya di tengah laut?"" Lah lebih susah lagi konservasinya, lu bisa balikin terumbu karang yang sudah hancur dan spesies ikan serta hewan laut lain yang sudah bermigrasi kabur karena aktivitas eksplorasi? Masih mau bilang DIJAMIN TIDAK AKAN MERUSAK EKOSISTEM?"
mjxZeyIYeNo,@HizirReis,2025-06-20 11:36:57+00:00,0,"Dan makin lucu lagi bakal ada retorika oseng asing buat bilang Greenpeace ini di tunggangi, ada tuh si paling pengusaha kebon merasa paling  berjasa memperbaiki lingkungan padahal perkebunan sendiri mempunyai daya rusak juga terhadap ekologi itu sendiri"
mjxZeyIYeNo,@MrShata26,2025-06-20 11:27:27+00:00,0,"Sulit bang buat meluruskan pemikiran orang itu karna orang itu emang salah satu pengacau di negeri ini,masalahnya orang ini aman"" aja di negeri ini di lindungi pemerintahan yg korup & orang"" bercuan banyak 😏"
mjxZeyIYeNo,@NathanAnael,2025-06-20 11:13:43+00:00,0,"Kalo penambangan demi kemajuan dan ekonomi, Jadi selama ini papua lebih maju dan penduduknya lebih maju dari pada kota kota besar di indo kan freepot dah bertahun tahun di sana damd"
mjxZeyIYeNo,@pakfitra8434,2025-06-20 11:07:28+00:00,0,"Setiap ajaran yg bertentangan dengan NU sering kali disebut WAHABI

Greenpeace disebut wahabi lingkungan oleh ketum NU krn menentang eksploitasi tambang

Kali ini saya pro sama WAHABI lingkungan drpd Ulil Hawking"
mjxZeyIYeNo,@fendipradana6598,2025-06-20 11:04:04+00:00,0,Ulama sekarang serendah itu memang jaman sekarang ulama hanya di jadiin tameng oleh para oligarki
mjxZeyIYeNo,@khaf13,2025-06-20 11:02:06+00:00,0,Pantesan Investor Besar mainnya di Vietnam. 😂
mjxZeyIYeNo,@Sexyisme,2025-06-20 10:56:34+00:00,0,Dasar komunitas Jawir pemuja habib habiban wakanda. Segitu jual agamanya sampe menolak dianggap wahabi. Ini yg jual agama kenapa ga ada yg dipidana kan pencemaran agama ya? Dasar wakanda
mjxZeyIYeNo,@josephputra4782,2025-06-20 10:51:47+00:00,0,"Saya anggota organisasi pecinta alam, menolak semua kegiatan yang membuat kerusakan masif pada alam...saya wahabi lingkungan"
mjxZeyIYeNo,@wawanirawan-vo8xj,2025-06-20 10:49:52+00:00,0,Sangat² menyesatkan pemikiran gus ilul..sangat disesalkan
mjxZeyIYeNo,@IcankAlcantara,2025-06-20 10:47:29+00:00,6,"Spoiler nya ada Di wano kuni one piece...kita tahu orochi adalah orang yg suka membuka bisnis pertambangan bersama kaido...
Orochi gak peduli masyarakat wano hidup seperti apa...bahkan otama anak kecil wano harus hidup dengan minum air limbah....semoga kita selalu dilindungi alam ketika alam bisa kita jaga"
mjxZeyIYeNo,@noviyani6491,2025-06-20 10:46:00+00:00,1,"Kalo lingkup bahasannya spesifik tambang+Raja Ampat saya sependapat dgn mas ferry itu jelas salah.berdasar kalkulasi potensi mining vs pariwisata yg prnah di sampaikan.
Tp kalo bahasannya tentang diskusi Gus Ulil di Kompas,yg saya tangkap dari diskusi tsb ialah Gus ulil lebih membahas tambang secara umum yg mana saya sependapat dgn beliau.walaupun pada realitanya memang efek kerugian yg di timbulkan mulai dari ekonomi lokal,pencemaran dan tentu kerusakan alamnya luar biasa.jadi kalo menurut saya menambang ga salah,yg salah itu kebijakan dan para pelaku di dalamnya."
mjxZeyIYeNo,@IDNduema,2025-06-20 10:43:46+00:00,0,"Udah rusak lingkungan, gak cuan

Besar bakalan dikorupsi pula"
mjxZeyIYeNo,@luqmanch6714,2025-06-20 10:41:54+00:00,0,hancur raja Ampat kita
mjxZeyIYeNo,@B-BOW29,2025-06-20 10:40:04+00:00,0,Sepertinya para elit politik berpikir dgn menurunkan tokoh agama seperti ulil masyarakat akan takut dan berubah pikiran untuk mendukung pertambangan nikel di Raja Ampat.. Sorry² to say masyarakat udah pada pinter.. ga gampang dibohongi dgn embel² agama...
mjxZeyIYeNo,@leurazkichannel8145,2025-06-20 10:38:08+00:00,0,Kayaknya lebih baik wahabi lingkungan yang melindungi alam daripada nahdliyin lingkungan yang mendukung perusakan lingkungan dan hanya memikirkan cuan....
mjxZeyIYeNo,@rakyatjelata-v7b,2025-06-20 10:36:17+00:00,0,bismillah hanya manut kiyai nu yang melawan
mjxZeyIYeNo,@sonofaDB,2025-06-20 10:32:21+00:00,3,bg sebenarnya laut di sulawesi jg banyak yg tercemar akibat tambang... telebih sulawesi tenggara
mjxZeyIYeNo,@alvian05saputro19,2025-06-20 10:29:03+00:00,1,"Aku Bangga julukan Wahabi lingkungan karena menolak sama sekali tambang, dengan ini saya belajar  tidak menggunakan listrik demi menolak tambang batu bara, saya tidak menggunakan transportasi umum demi menolak pertambangan migas dan kembali ke Sunnah  menggunakan unta atau kuda. semoga ada yang mengikuti ini sebagai bentuk kita konsisten terhadap apa yang di cita - citakan aktivis lingkungan."
mjxZeyIYeNo,@hartinana2759,2025-06-20 10:24:44+00:00,0,"Betul bgt Bang....
Semua yg mendukung tambang nikel adalah orang yg hanya melihat (mungkin jg mendapatkan) keuntungan kecil di awal....
Tanpa tahu konsekuensi (dampak) jangka panjangnya (jauh merugikan)..."
mjxZeyIYeNo,@Juansyah326,2025-06-20 10:22:07+00:00,1,"Terlepas dari kehadiran GreenPeace bagi gw Isu yg dibawakan dalam perdebatan tersebut sangat kental akan asumsi-asumsi antroposenstris, kenapa? Bisa kita liat dalam tiap argumentasi yg disampaikan oleh kedua belah pihak baik yang pro ataupun kontra terhadap eksploitasi SDA, dalil yg mendasari keberpihakan tersebut adalah semata-mata demi kesejahteraan manusia yg disisi lain harus mengorbankan hak hidup yg dimiliki oleh makhluk hidup lain yg sudah menjadi kewajaran jika semangat developmentalis memotivasi hadirnya sebuah kebijakan publik."
mjxZeyIYeNo,@fajaraswan342,2025-06-20 10:21:25+00:00,0,"Yg salah itu sistemnya kawan bukan tujuannya, mau sebaik apapun tujuan nya selama sistemnya rusak ya percuma kawan"
mjxZeyIYeNo,@Sandal-w4u,2025-06-20 10:20:30+00:00,69,"Aku warga NU tulen, tapi Alhamdulillah lulusan jurusan pertambangan. Sedih banget liat Gus NU tampil di TV tapi dibebani banyak kepentingan. Sedih banget juga tau ada komen netizen yg kalau dibaca netizen awam yg lain akan menimbulkan gesekan persepsi. Untungnya mas Ferry bikin konten untuk menjawab 7 point itu. Paling LOL ya dia bilang kalau tambang tidak merusak lingkungan 😂😂 betul ada proses reklamasi tambang (ini diajarkan di bangku kuliah juga) tapi tidak 100% mengembalikan ekosistem alami sebelumnya. Bahkan ada juga kok perusahaan yang tidak melakukan reklamasi dengan baik atau malah tidak sama sekali. Jadi jelas 7 point itu keluar dari orang yg kurang baca atau emang udah titipan text nya begitu wkwkwkwkwkw"
mjxZeyIYeNo,@maximillianusforrest,2025-06-20 10:11:49+00:00,9,"Ketika sudah tidak bisa lagi berargumentasi, cara paling sering digunakan politikus dengan melabeli yang dianggap musuh bersama. Aseng lahh, PKI lahhh, atau Wahabi lahhh... Berapa banyak korban salah sasaran gara-gara dicap seperti ini."
mjxZeyIYeNo,@ekagunap.u,2025-06-20 10:11:25+00:00,0,"menanti diskusi terbuka di kolom komentar dengan  ""ASN biasa yg punya tanggung jawab moral untuk mengedukasi masyarakat, bukan memprovokasi""

padahal jelas pointnya, kenapa radja ampat?
apa lagi pulau Gag dekat dengan Biota laut konservasi
ngerti kan yah APA ITU KONSERVASI?"
mjxZeyIYeNo,@justfbruh8260,2025-06-20 10:11:10+00:00,2,"bro yg mengaku asn sangat percaya dan optimis sekali dengan pemerintah ini. Mantap lanjutkan, hidup jokowi!!!🔥🔥🔥🔥🔥🔥"
mjxZeyIYeNo,@firmanbudianapengestu4462,2025-06-20 10:04:21+00:00,0,"Gak hanya sesat pikir sih tapi cacat logika,setuju juga bang harusnya pembangunan / investasi dsb bisa berjalan beriringan dg ekosistem sekitarnya tanpa merusak sedikit pun"
mjxZeyIYeNo,@HaveYou217,2025-06-20 10:02:35+00:00,0,share cok share yg banyak temen2 jan sampe itu yg ada di tv malah yg menyesatkan banyak orang
mjxZeyIYeNo,@haqqiyusuf6617,2025-06-20 09:58:41+00:00,2,setuju gua bang sama lu. gua mahasiswa kelautan dan gua tau gaada namanya bekas pertambangan itu bisa baik2 aja. semua ekosistem akan rusak semua
mjxZeyIYeNo,@budgetreview7942,2025-06-20 09:58:23+00:00,0,"Udahlah bang, dia yang komentar dan memberikan poin-poin pembenaran tentang tambang, mohon maaf, otaknya sudah terkontaminasi nikel akut. Gini amat kualitas A*N. Wkwkwkwk"
mjxZeyIYeNo,@RofikPatrang,2025-06-20 09:53:21+00:00,26,"NU Itu Sangat Besar Jasanya Bagi Bangsa, Jadi Tolong Dijaga Marwah KH Hasyim Asy'ari. Jaga NU Seperti Rumah Kalian Sendiri, Dikritik Itu Berarti Sayang Bukan Benci"
mjxZeyIYeNo,@Vin982,2025-06-20 09:53:11+00:00,0,"Anjay dan betul sekali ancaman lingkungan karena tambang terjadi dan sekarang Ulama hanya jadi bemper untuk menahan serangan akibat kerusakan tambang 
kelihatan kan Ulama @5U"
mjxZeyIYeNo,@XmasLio,2025-06-20 09:51:58+00:00,8,Sudah sejak awal Kristen Protestan dan Katolik menolak pemberian Tambang. Karena bagaimana pun itu merusak ekosistem alam dan juga sebagai bukti konsistensi iman untuk tidak hanya mengelola namun juga merawat alam. Dan tentu atas dasar doa yang selalu memohon kecukupan (Doa Bapa kami). Gereja hanya memiliki misi membentuk iman jemaat yang berakar dan bertumbuh dan terus konsisten dalam menghidupi dan menyatakan kasih sebagaimana Kristus yang telah menyatakan kasih yang begitu besar bagi umat manusia melalui pengorbanan nya.
mjxZeyIYeNo,@Vixcello_Arsal,2025-06-20 09:51:19+00:00,0,"si sumbing dari dulu jual agama islam liberal dengan fikiran sesatnya, sekarang dia dpat kursi jabatan apa g hancur indonesia"
mjxZeyIYeNo,@muhammadmanshur8821,2025-06-20 09:51:01+00:00,1,jujur banyak warga sipil maupun warga NU yang tidak mendukung pendapatnya gus ulil ini. saya sendiri sangat tidak mendukung perusakan alam di raja ampat ini.
mjxZeyIYeNo,@andangkurniawan5766,2025-06-20 09:49:27+00:00,0,"1. Greenpeace pingin 'green energy', ironisnya tambang nikel adalah konsekuensi logis dari bahan baterai untuk 'green energy'
2. Yang luput sebenarnya adalah kepastian, bayangin jika semua perjanjian, bisa dianulir oleh protes"
mjxZeyIYeNo,@mohammadmuhsinudin7162,2025-06-20 09:49:05+00:00,0,"Ak sih gak melihat gus ulil mendukung raja ampat ya.. ak melihatnya gus ulil  menolak orang"" yang berfikir bahwa tambang itu benar"" harus dihilangkan.. karena, gus ulil diakhir talkshow ROSI mengatakan, bahwa dia tidak menaruh posisi pada raja ampat, terserah pemerintah. Dan dia di ROSI jg mengatakan bahwa menolak penambangan yang berlebihan.. 

Meskipun wajar juga orang"" berfikir bahwa dia mendukung raja ampat, karena pikirannya dia utarakan ketika raja ampat sedang dalam polemik..

Secara pribadi, ak setuju bahwa tambang raja ampat itu SALAH. Tp, gak setuju bahwa tambang harus hilang sepenuhnya dari muka bumi, karena sulit jg memisahkan sendok garpu hingga semi konduktor dari pertambangan dan kehidupan kita.. Saya lebih menolak, pertambangan yang berlebihan..

Dari kasus gus ulil ini jg, sisi cerah yang ak terima adalah, format debat sudah tidak pas digunakan untuk menyebarkan informasi, karena waktu yang terbatas dan banyak dipotongnya ucapan"" gus ulil.."
mjxZeyIYeNo,@fazinris7447,2025-06-20 09:47:23+00:00,0,"peak video, stop sesat logika"
mjxZeyIYeNo,@KudetGaming-v2w,2025-06-20 09:46:35+00:00,0,Green peace: kami tidak ingin rusak seperti MUKA ANDA 😂
mjxZeyIYeNo,@harisprasetio6240,2025-06-20 09:46:06+00:00,0,"NU itu kan organisasi agama ya, lho kok bisa ketuanya ini malah mendukung tambang di Raja Ampat, yg notabene merusak lingkungan.... Emgnya agama ngajarin utk bikin kerusakan ya? belajar agama dimana sih? di tiktok?

Bukan soal merusak lingkungan aja, itu rakyat sana, klo ada tambang, ya sengsara, emg ada provinsi yg rakyatnya makmur karena tambang? gak ada, yg makmur ya yg dpt jatah, rakyat yg profesi nelayan & pariwisata bakalan sengsara, emgnya agama ngajarin utk bikin rakyat sengsara?

Ngomong soal jatah, apa karena NU dpt jatah di Kaltim, trus skrg ngarep dpt jatah di Raja Ampat? ampe ketuanya pro bgt ama pertambangan, ketololan yg hakiki.

Apa karena marga 'lil' itu bajingan semua? wkwkwkwk"
mjxZeyIYeNo,@MadcatMashupMayhem,2025-06-20 09:45:07+00:00,21,"Ane cuma mau bilang, mereka yang antipati sama pertambangan di Raja Ampat dan mendukung hal ini mungkin tinggal di Jawa dan ngga tinggal di daerah tambang seperti kami di luar Jawa.

Daerah ane di Kepulauan Riau rusak karena pertambangan bauksit. Ekosistem miris, bahkan efeknya sampai hari ini masih terasa - agrikultur di pulau Bintan hampir tidak mungkin. Kalau teman2 terbang ke Bintan, bakal disuguhkan dengan pemandangan hutan dan bakau yang ""seperti kena cacar"" dari langit. Bagi hasil SDA? Ngga pernah ada. Itu 20 tahun dikeruk dan 20 tahun ngga ada kemajuan. 

Setelah penambangan hampir semua disetop, dan pemerintah daerah mulai fokus pada turisme, malah daerah ane perlahan mulai maju dan rakyat baru ngerasain dampaknya. Ada pekerjaan, ada insentif buat pihak diluar mulai buat masuk dan investasi, usaha bermekaran, kualitas hidup naik, dan kita akhirnya terlihat layaknya ibukota provinsi setara dengan yang di Jawa sana.

Bekas tambang bauksit tadi? Untuk menambah ironi, sekarang jadi tempat wisata yang populer buat pre-wedding photoshoot."
mjxZeyIYeNo,@verysasongko3223,2025-06-20 09:44:22+00:00,0,Selama ini gua dengerin orang yg dengan sadar mendukung klub mafia Calciopoli A.K.A ?????
mjxZeyIYeNo,@andicahya2034,2025-06-20 09:42:28+00:00,0,"4:10 Emang bener pertambangan itu duit nya masuk ke oligarki atau segelintir orang...
Gua berharap sih, semua provinsi Indonesia mempunyai Ke istimewaan sendiri kaya aceh dan DIY. Sehingga Kekayaan alam nya bisa di kelola sendiri dan untuk kemakmuran Dearah masing2, sebagai contoh warga papua yang emang hidupnya berdampingan dengan alam ya suka2 mereka, jangan di paksakan untuk beralih ke pertambangan dengan mengorbankan alam mereka yang menemani mereka selama ribuan tahun....
Harusnya pemerintah lebih terbuka untuk sektor lain misal Pariwisata, pengembangan peternakan dll"
mjxZeyIYeNo,@vanadot,2025-06-20 09:41:55+00:00,0,"Sebenarnya gak masalah mau eksploitasi tambang seperti negara2 maju, asalkan ujung2nya bisa menghasilkan peradaban maju. Ini mah sudah terbukti profitnya dipakai beli barang-barang mewah, import sana-sini, atau malah dipakai untuk menaikkan wisata ekonomi luar negeri. Apalah itu PAD, PRDB, APBD, atau istilah ekonomi lainnya, percuma berlagak intelek kalau uangnya cuma berputar di diskotik elit & tempat pelacuran. Saya mah orang bodoh, tapi cukup dengan pembuktian bahwa banyak tambang ternyata tidak menjamin rakyat sejahtera merata, lebih baik sekarang kita coba perlahan kembali ke alam."
mjxZeyIYeNo,@ydrefla7_,2025-06-20 09:41:52+00:00,7,"Update.

Di salah satu podkes, ulil ngatain orang yang peduli lingkungan yang sebelumnya ngatain beliau “antek oligarki (Indonesia)”  dengan antek oligarki Amerika."
mjxZeyIYeNo,@MIdelsSeven,2025-06-20 09:41:44+00:00,0,"bekas tambang kek nya ga ada yg bener""pulih. di Kalimantan, bisa dilihat. danau-danau lubang tambang dimana mana, bahkan memakan korban jiwa bekas tambang itu"
mjxZeyIYeNo,@novhendramurdani4952,2025-06-20 09:39:48+00:00,3,Harusnya Bang Feri yg diskusi / debat sama Bapak yang terhormat yang Pro Tambang tersebut
mjxZeyIYeNo,@franciscoalfaredokavyrus1901,2025-06-20 09:32:06+00:00,1,"Ayo kita selamatkan raja Ampat dari para perusak seperti BAHLIL DAN ULIL.

Jangan wasit arab aja yang dihilangkan akunnya, Akun Bahlil Dan Ulil harus dimusnahkan juga.

Jika kalian merasa bodoh, lihatlah Bahlil Dan Ulil, sungguh mereka lebih buruk"
mjxZeyIYeNo,@imhankspendubar867,2025-06-20 09:28:32+00:00,22,"Kita aja tinggal di kawasan Industri nikel di Sulawesi tenggara, manfaat yg didapat rakyat tidak sebanyak yg di bayangkan. Setelah perusahaan menjadi efisien uang yg berputar menjadi sedikit. Sudah banyak kios2 dan warung yg tutup dan para pekerja sekarang udah membawa bekal sendiri."
mjxZeyIYeNo,@420-q-9,2025-06-20 09:27:50+00:00,0,"Sayang sekali sayap-sayap pemerintah selain tolol arogan pengelolaan eksploitasi alam deforestasi hgu dan tambang tidak di ukur titik seimbang nya , harus nya hitung berapa hektar lagi rimba di Indonesia di banding lahan-lahan kepunyaan oligarki. hutan di Sulawesi milik seluruh rakyat Indonesia tapi HGU tambang  eksploitasi alam di seluruh Indonesia milik pribadi."
mjxZeyIYeNo,@arfanigojek7343,2025-06-20 09:26:57+00:00,3,Sukses dan sehat selalu bersama keluarga
mjxZeyIYeNo,@namestartbyf,2025-06-20 09:26:11+00:00,1,"pak bahlil kalau melihat video ini, percaya lah sosok didalam video menggunakan foto bapak hanya untuk pansos karena popularitas bapak yang sangat tinggi di masyarakat. Ini guna membangun kesadaran masyarakat atas pentingnya membuang sampah pada tempatnya, dan pak bahlil berkontribusi dalam penyebaran informasi positif ini. terimakasih"
